title,published_dt,section,source,link,note
"100 fittest cities in America, per Elevance Health",2023-07-18T16:36:02-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/100-fittest-cities-in-america-per-elevance-health,The article discusses a fitness ranking of cities and does not mention any healthcare exit events or closures.
Centene in the headlines: 7 recent updates,2023-07-17T21:12:10-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/centene-in-the-headlines-8-recent-updates-3,The article discusses updates about Centene and does not mention any exit events or closures.
How 7 payers are using AI,2023-07-17T21:09:40-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/how-7-payers-are-using-ai,The article discusses the use of AI by payers but does not mention any exit events or closures.
"5 reasons medical costs are rising, according to payers",2023-07-17T18:51:32-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/3-reasons-medical-costs-are-rising-according-to-payers,The article discusses rising medical costs and factors affecting payers but does not mention any specific exit events or closures.
UnitedHealthcare preparing for rising Medicare Advantage costs in 2024,2023-07-17T18:48:37-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/unitedhealthcare-preparing-for-rising-medicare-advantage-costs-in-2024,The article discusses Medicare Advantage costs and utilization rates but does not mention any specific exit events or closures.
50 things to know about Optum,2023-07-14T20:18:09-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/50-things-to-know-about-optum,The article discusses Optum's growth and acquisitions but does not mention any exit events or closures.
More than 2 million have been disenrolled from Medicaid. 75% are for procedural reasons,2023-07-14T18:15:24-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/more-than-2-million-have-been-disenrolled-from-medicaid-75-are-for-procedural-reasons,The article discusses disenrollment from Medicaid but does not describe any specific exit events or closures.
"Behavioral health is contributing to rising medical utilization, UnitedHealth execs say",2023-07-14T18:15:01-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/behavioral-health-is-contributing-to-rising-medical-utilization-unitedhealth-execs-say,The article discusses trends in behavioral healthcare utilization and expansion of services but does not mention any exit events or closures.
Medicare Advantage in the headlines: 10 recent updates,2023-07-14T18:08:31-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicare-advantage-in-the-headlines-10-recent-updates-4,The article discusses updates and trends in the Medicare Advantage market without mentioning any specific exit events or closures.
"Blue Cross Blue Shield plans: Learn to compete with each other, analysts say",2023-07-14T17:58:24-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/blue-cross-blue-shield-plans-learn-to-compete-with-each-other-analysts-say,The article discusses competition among Blue Cross Blue Shield plans but does not mention any specific exit events or closures.
Anthem Health Plans of Virginia settles late claims payment allegations,2023-07-14T15:19:15-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/anthem-health-plans-of-virginia-settles-late-claims-payment-allegations,The article discusses claims payment issues and a settlement but does not mention any exit events or closures.
Medicare Advantage's growth spurt won't last forever: McKinsey,2023-07-13T22:06:31-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicare-advantages-growth-spurt-wont-last-forever-mckinsey,The article discusses projected growth trends in Medicare Advantage but does not mention any specific exit events or closures.
"25 payers on Threads, Meta's new Twitter competitor",2023-07-13T21:14:01-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/25-payers-on-threads-metas-new-twitter-competitor,The article discusses payers joining a social media platform and does not mention any exit events or closures.
"10 ways payers can respond to the changing Medicare Advantage market, per McKinsey",2023-07-13T19:36:22-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/10-ways-payers-can-respond-to-the-changing-medicare-advantage-market-per-mckinsey,The article discusses strategies for payers in the Medicare Advantage market but does not mention any specific exit events or closures.
"Excellus BCBS received $5.4M in Medicare Advantage overpayments, OIG says",2023-07-13T18:41:38-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/excellus-bcbs-received-5-4m-in-medicare-advantage-overpayments-oig-says,The article discusses overpayments and audit results but does not mention any exit events or closures.
'We expected it to be bad': Harvard professor on Medicaid redeterminations,2023-07-13T18:17:13-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/we-expected-it-to-be-bad-harvard-professor-on-medicaid-redeterminations,The article discusses Medicaid redeterminations and potential loss of coverage but does not describe any specific exit events or closures.
The 10 drugs Medicare spends the most on,2023-07-12T21:47:33-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-10-drugs-medicare-spends-the-most-on,The article discusses drug spending in Medicare but does not mention any exit events or closures.
Johns Hopkins HealthCare rebranding as Johns Hopkins Health Plans,2023-07-12T21:43:56-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/johns-hopkins-healthcare-rebranding-as-johns-hopkins-health-plans,The article discusses a rebranding and does not mention any exit events or closures.
Cigna in the headlines: 7 recent updates,2023-07-12T21:42:04-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cigna-in-the-headlines-7-recent-updates-3,The article does not mention any exit events or closures.
6 payers entering new markets,2023-07-12T21:16:57-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/5-payers-entering-new-markets,The article discusses expansions and new market entries but does not mention any exit events or closures.
"Minnesota fines Medica, enacts 2-year supervision period for violating mental health parity laws",2023-07-12T20:25:45-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/minnesota-fines-medica-300k-for-violating-mental-health-parity-laws,The article discusses regulatory actions against Medica but does not mention any exit events or closures.
Payer price transparency data has been available for a year. Is it lowering costs?,2023-07-12T18:43:24-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/payer-price-transparency-data-has-been-available-for-a-year-is-it-lowering-costs,The article discusses price transparency and does not mention any exit events or closures.
17 payers among best companies to work for disability inclusion in 2023,2023-07-12T18:34:23-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/17-payers-among-best-companies-to-work-for-disability-inclusion-in-2023,The article discusses payer companies recognized for disability inclusion but does not mention any exit events or closures.
North Carolina indefinitely delays specialty Medicaid plans,2023-07-12T17:59:36-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/north-carolina-indefinitely-delays-specialty-medicaid-plans,The article discusses a delay in the implementation of Medicaid plans but does not describe any exit events or closures.
"Lawmakers questioning Medicare on Leqembi costs, coverage",2023-07-12T17:30:24-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/lawmakers-questioning-medicare-on-leqembi-costs-coverage,The article discusses Medicare coverage and costs related to a specific drug but does not mention any exit events or closures.
Gold Kidney Health Plan entering Florida Medicare Advantage market,2023-07-12T17:26:47-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/gold-kidney-health-plan-entering-florida-medicare-advantage-market,The article discusses a new market entry rather than an exit or closure.
Cigna settles allegations of overcharging for lab services for $300K,2023-07-12T15:14:11-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cigna-settles-allegations-of-overcharging-for-lab-services-for-300k,The article discusses a settlement regarding overcharging for lab services but does not mention any exit events or closures.
Cigna's behavioral health network grew 30% in 2022,2023-07-11T22:33:46-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cignas-behavioral-health-network-grew-30-in-2022,The article discusses growth in Cigna's behavioral health network and does not mention any exit events or closures.
BCBS Tennessee reports $22M income in 2022,2023-07-10T21:53:29-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/bcbs-tennessee-reports-22m-income-in-2022,The article discusses financial performance and does not mention any exit events or closures.
Leqembi could cost Medicare up to $17.8B,2023-07-10T21:50:54-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/leqembi-could-cost-medicare-up-to-17-8b,The article discusses drug costs and Medicare coverage but does not mention any exit events or closures.
Cigna beats class-action bid alleging it overcharged for medical equipment,2023-07-10T20:59:35-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cigna-beats-class-action-bid-alleging-it-overcharged-for-medical-equipment,The article discusses a class-action lawsuit against Cigna regarding overcharging for medical equipment but does not mention any exit events or closures.
Judge temporarily blocks Aetna Medicare Advantage plan for NYC retirees,2023-07-10T15:35:50-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/judge-temporarily-blocks-aetna-medicare-advantage-plan-for-nyc-retirees,The article discusses a legal challenge to a Medicare Advantage plan but does not describe any exit events or closures.
"Independence Blue Cross, Sun Life partner on stop-loss insurance",2023-07-10T13:58:38-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/independence-blue-cross-sun-life-partner-on-stop-loss-insurance,The article discusses a new partnership and product features without mentioning any exit events or closures.
