article_title,article_published_dt,article_section,article_source,link,event_index,status,provider,payer,market,program,effective_date,states,geography_detail,reason,member_impact,summary,record_type,event_type
Ohio system to stop offering some ACA plans,2025-07-21T13:16:17-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/ohio-system-to-stop-offering-some-aca-plans,1,Planned Exit,Aultman Health System,,ACA,,2025-12-31,OH,"Canton, Ohio",Uncertainty around an extension of enhanced premium tax credits,"About 6,000 enrollees will be affected","Aultman Health System will stop offering individual and family ACA plans, along with small group insured ACA plans, past 2025. This decision affects approximately 6,000 enrollees in Canton, Ohio, due to uncertainty regarding premium tax credits.",exit,provider_market_exit
"Amid financial losses, UCare scales back Medicaid service area",2025-07-07T16:18:25-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/amid-financial-losses-ucare-scales-back-medicaid-service-area,1,Planned Exit,,UCare,Medicaid,,2025-09-01,MN,11 counties in Minnesota,Financial turnaround and significant losses in Medicaid due to payment mismatch.,"88,000 Medicaid beneficiaries affected.","UCare will withdraw from 11 counties in Minnesota where it offers Medicaid plans beginning in September 2025. This decision is part of a financial turnaround strategy due to significant losses in Medicaid. The exit will impact 88,000 beneficiaries.",exit,payer_market_exit
The latest trend changing Medicare Advantage,2025-07-03T15:46:43-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-latest-trend-changing-medicare-advantage,1,Active Exit,,Blue Shield of California,Medicare Advantage,,2024-07-01,CA,"Alameda, Orange and San Diego counties",Eliminated broker commissions for new enrollments into Medicare Advantage PPO plans.,,"Blue Shield of California eliminated broker commissions for new enrollments into Medicare Advantage PPO plans effective July 1, 2024, impacting counties in California.",exit,payer_market_exit
The latest trend changing Medicare Advantage,2025-07-03T15:46:43-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-latest-trend-changing-medicare-advantage,2,Active Exit,,UnitedHealthcare,Medicare Advantage,,2024-07-01,,,Ended broker commission payments for some of its Medicare Advantage plans.,Eliminating commissions for more than 100 of its MA plans in more than 20 states.,"UnitedHealthcare ended broker commission payments for some of its Medicare Advantage plans effective July 1, 2024, impacting over 100 plans across more than 20 states.",exit,payer_market_exit
The latest trend changing Medicare Advantage,2025-07-03T15:46:43-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-latest-trend-changing-medicare-advantage,3,Planned Exit,,Elevance Health,Medicare Advantage,,2024-11-01,,,Eliminated broker commissions for new enrollments in some markets.,,Elevance Health plans to eliminate broker commissions for new enrollments in some markets beginning November 2024.,exit,payer_market_exit
The latest trend changing Medicare Advantage,2025-07-03T15:46:43-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-latest-trend-changing-medicare-advantage,4,Planned Exit,,Aetna,Medicare Advantage,,2024-11-01,"DC,Other States",,Eliminated commissions for some Medicare Advantage plans.,,Aetna plans to eliminate commissions for some Medicare Advantage plans in nine states and the District of Columbia in November 2024.,exit,payer_market_exit
The latest trend changing Medicare Advantage,2025-07-03T15:46:43-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-latest-trend-changing-medicare-advantage,5,Planned Exit,,Cigna,Medicare Advantage,,2024-11-01,"NY,NJ,CT,GA",,Pulled commissions for new enrollees in some PPO plans.,Affected less than 3% of Cigna’s targeted sales markets outside of New York.,"Cigna plans to pull commissions for new enrollees in some PPO plans in New York, New Jersey, Connecticut, and Georgia in November 2024, affecting less than 3% of its targeted sales markets.",exit,payer_market_exit
Wisconsin payer to exit ACA market,2025-07-03T10:03:42-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/wisconsin-payer-to-exit-aca-market,1,Planned Exit,,Chorus Community Health Plans,ACA,,2025-12-31,WI,15 counties in Wisconsin,Significant increases in medical and pharmaceutical costs,"140,000 members total","Chorus Community Health Plans will exit the ACA market after 2025 due to rising medical and pharmaceutical costs. The insurer will focus on its core Medicaid business, which represents over 90% of its total enrollment.",exit,payer_market_exit
Ohio seeks to ban Texas insurer from operating in the state,2025-06-27T09:05:01-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/ohio-temporarily-bans-texas-insurer-from-operating-in-the-state,1,Active Exit,,Thin Blue Line Benefits Association,Unknown,,2025-06-25,OH,,Temporarily barred from operating due to violations of insurance laws.,"Nearly 3,400 retired law enforcement officers, firefighters, and their families affected.","A Franklin County judge has temporarily barred Thin Blue Line Benefits Association from operating in Ohio effective June 25, 2025, due to violations of insurance laws. The insurer failed to pay hundreds of thousands of dollars in medical claims, impacting nearly 3,400 members.",exit,payer_market_exit
UnitedHealth Group in the headlines: 10 updates,2025-06-20T08:40:31-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/unitedhealth-group-in-the-headlines-10-updates-14,1,Active Exit,Brown University Health,UnitedHealthcare,Medicare Advantage,,2025-07-01,,,,,"UnitedHealthcare and Brown University Health have mutually agreed to go out of network for Medicare Advantage plans, effective July 1, 2025.",exit,provider_payer_exit
40 things to know about CVS Health,2025-05-27T12:12:55-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/50-things-to-know-about-cvs-health,1,Planned Exit,,Aetna,ACA,,2026-01-01,"MN,WI",,citing continued underperformance in the individual market,1 million individual members,"Aetna will exit the ACA exchange in 2026 due to continued underperformance in the individual market, impacting approximately 1 million individual members across 17 states.",exit,payer_market_exit
Carle Health to shutter insurance business,2025-05-22T16:43:18-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/carle-health-to-shutter-insurance-business,1,Planned Exit,Carle Health,Health Alliance,Medicare Advantage,,2025-12-31,"IL,IN,IA,OH",,Market dynamics and plan designs have made it increasingly difficult for provider-owned health plans to remain sustainable.,"More than 380,000 members in Illinois, Indiana, Iowa, and Ohio.","Carle Health will shut down its insurance businesses, including Health Alliance and FirstCarolinaCare, at the end of 2025. This exit affects all lines of business, including Medicare Advantage, due to challenging market conditions.",exit,payer_market_exit
Boom times for small insurers,2025-05-08T17:41:45-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/boom-times-for-small-insurers,1,Planned Exit,,Aetna,ACA,,2026-01-01,,,Aetna announced it would exit the individual ACA market.,Expecting to lose up to $400 million in the space by the end of the year.,"Aetna plans to exit the individual ACA market in 2026, anticipating a loss of up to $400 million by year-end.",exit,payer_market_exit
Oscar Health sees opportunity from Aetna market exit,2025-05-08T16:52:50-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/oscar-health-sees-opportunity-from-aetna-market-exit,1,Active Exit,,Aetna,Individual,,2025-12-31,,,,Approximately 1 million members,"Aetna announced its exit from the individual market at the end of 2025, affecting around 1 million members who will need to find new insurance.",exit,payer_market_exit
Aetna in the headlines: 8 updates,2025-05-05T11:37:33-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/aetna-in-the-headlines-8-updates,1,Planned Exit,,Aetna,ACA,,2026-01-01,,,continued underperformance,,Aetna will exit the individual ACA exchange market in 2026 due to continued underperformance.,exit,payer_market_exit
HealthPartners exits special needs Medicaid program,2025-05-01T17:11:46-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/healthpartners-exits-special-needs-medicaid-program,1,Active Exit,,HealthPartners,Medicaid,SNP,2025-04-01,MN,,Facing a $200 million loss in 2024 and state payment rates for Medicaid are unsustainably low.,"Around 6,200 members will need to switch to a new managed care plan.","HealthPartners has exited Minnesota’s Special Needs Basic Care Medicaid program as of April 1, 2025, due to financial losses and unsustainable payment rates. Approximately 6,200 members will be affected and need to transition to new managed care plans.",exit,payer_market_exit
Aetna to exit individual market,2025-05-01T09:48:57-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/aetna-to-exit-individual-market,1,Planned Exit,,Aetna,ACA,,2026-01-01,17,,Continued underperformance in the individual ACA exchange market.,Approximately 1 million individual members affected.,Aetna will exit the individual ACA exchange market in 2026 due to continued underperformance. The decision impacts around 1 million individual members across 17 states.,exit,payer_market_exit
Elevance Health pulls Medicare Advantage from marketing platforms,2025-04-30T08:46:37-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/elevance-health-pulls-medicare-advantage-from-marketing-platforms,1,Planned Exit,,Elevance Health,Medicare Advantage,,2025-05-01,,,Elevance Health will remove most of its Anthem Medicare Advantage plans from online broker platforms.,Directly harms Medicare beneficiaries by limiting their access to essential healthcare options and support.,"Elevance Health is planning to remove most of its Anthem Medicare Advantage plans from online broker platforms effective May 1, 2025. This decision is aimed at focusing exclusively on D-SNP enrollments for the remaining plan year. The change is expected to limit access for Medicare beneficiaries.",exit,payer_market_exit
Aetna to lay off 55 as it closes CareFree plan,2025-04-29T16:14:16-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/aetna-to-lay-off-55-as-it-closes-carefree-plan,1,Planned Exit,,Aetna,Multiple,,2025-12-31,,,Sunsetting CareFree operations as part of optimizing core business operations.,,"Aetna is sunsetting its CareFree insurance plan by the end of 2025 as part of a business optimization strategy. This decision will lead to layoffs of 55 employees, with the majority working remotely outside of Connecticut.",exit,payer_market_exit
Medicare Advantage in the headlines: 10 updates,2025-04-15T16:20:08-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicare-advantage-in-the-headlines-10-updates,1,Active Exit,,Blue Cross Blue Shield,Medicare Advantage,,,,,Two Blue Cross Blue Shield plans exited Medicare Advantage markets.,UnitedHealthcare picked up many of these members.,"Two Blue Cross Blue Shield plans exited Medicare Advantage markets, leading to UnitedHealthcare acquiring many of the affected members.",exit,payer_market_exit
Medicare Advantage in the headlines: 10 updates,2025-04-15T16:20:08-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicare-advantage-in-the-headlines-10-updates,2,Resolved,Cigna,,Medicare Advantage,,2025-02-01,,,Cigna sold its Medicare Advantage business.,"Cigna had nearly 700,000 Medicare Advantage members at the time of sale.","Cigna closed the sale of its Medicare Advantage business to Health Care Service Corp. as of February, impacting nearly 700,000 members.",exit,provider_market_exit
Cigna in the headlines: 7 updates,2025-04-15T09:17:04-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cigna-in-the-headlines-7-updates,1,Resolved,,Cigna,Medicare Advantage,,2025-04-15,,,Cigna closed the sale of its Medicare Advantage business.,,Cigna closed the sale of its Medicare Advantage business to Health Care Service Corp. This marks a significant change in Cigna's operations within the Medicare Advantage market.,exit,payer_market_exit
Cigna in the headlines: 7 updates,2025-04-15T09:17:04-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cigna-in-the-headlines-7-updates,2,Resolved,Jefferson Health,Cigna,Unknown,,,,Philadelphia,Cigna and Jefferson Health reached a new contract agreement after being out of network.,,"Cigna and Philadelphia-based Jefferson Health reached a new contract agreement after three weeks of being out of network, resolving the exit from the network.",exit,provider_payer_exit
"When Medicare Advantage plans exit markets, where do their members go?",2025-04-09T15:56:46-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/when-medicare-advantage-plans-exit-markets-where-do-their-members-go,1,Resolved,,Premera Blue Cross,Medicare Advantage,,2024-01-01,WA,,,31000,"Premera Blue Cross exited the Medicare Advantage market in Washington state in 2024, impacting 31,000 members who had to find new coverage.",exit,payer_market_exit
"When Medicare Advantage plans exit markets, where do their members go?",2025-04-09T15:56:46-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/when-medicare-advantage-plans-exit-markets-where-do-their-members-go,2,Resolved,,Blue Cross Blue Shield of Kansas City,Medicare Advantage,,2024-01-01,MO,Kansas City,,32000,"Blue Cross Blue Shield of Kansas City exited the Medicare Advantage market in Kansas City in 2024, affecting 32,000 members who needed to join new plans.",exit,payer_market_exit
