title,published_dt,sources,sections,urls
Louisiana attorney general accuses UnitedHealth of inflating drug costs,2022-04-20T17:52:30-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/louisiana-attorney-general-accuses-unitedhealth-of-inflating-drug-costs
Alliance of Community Health Plans taps new chief medical officer,2022-04-20T16:50:26-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/alliance-of-community-health-plans-taps-new-chief-medical-officer
"Asset limits key to helping more Medicare enrollees save money, study suggests",2022-04-20T16:32:11-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/asset-limits-key-to-helping-more-medicare-enrollees-save-money-study-suggests
Harvard Pilgrim Health Care exits Connecticut,2022-04-20T16:21:50-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/harvard-pilgrim-health-care-exits-connecticut
Anthem's $1.8B 1st quarter: 11 things to know,2022-04-20T16:20:32-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-s-1-8b-1st-quarter-11-things-to-know
"Evernorth, Kaiser ink 5-year deal to expand provider network, specialty pharmacy services",2022-04-20T16:19:17-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/evernorth-kaiser-ink-5-year-deal-to-expand-provider-network-specialty-pharmacy-services
States ranked by percentage of private-sector workers with a high-deductible health plan,2022-04-20T16:00:06-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/states-ranked-by-percentage-of-private-sector-workers-with-a-high-deductible-health-plan
Health insurers expected to have strong Q1 earnings,2022-04-20T14:55:43-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/health-insurers-expected-to-have-strong-q1-earnings
New York Medicaid audit finds $965M in billing errors,2022-04-19T21:27:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/new-york-medicaid-audit-finds-965m-in-billing-errors
Highmark among investors in specialty pharmacy routing program,2022-04-19T20:44:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/highmark-among-investors-in-specialty-pharmacy-routing-program
"Priority Health, Accolade partner to offer members custom value-based health plans",2022-04-19T20:42:51-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/priority-health-accolade-partner-to-offer-members-custom-value-based-health-plans
Cigna in the headlines: 7 recent stories,2022-04-19T20:41:53-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-in-the-headlines-7-recent-stories
MassHealth to send hospitals funding for psychiatric services,2022-04-19T17:12:16-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/masshealth-to-send-hospitals-funding-for-psychiatric-services
Andre Iguodala-funded Players Health acquires health plan broker Life Benefits,2022-04-19T17:09:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/andre-iguodala-funded-players-health-acquires-health-plan-broker-life-benefits
Maine lawmakers OK bill requiring payers to cover fertility treatments,2022-04-19T17:09:45-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/maine-lawmakers-ok-bill-requiring-payers-to-cover-fertility-treatments
How payers can improve the Medicare Advantage onboarding process,2022-04-19T16:03:52-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/how-payers-can-improve-the-medicare-advantage-onboarding-process
Anthem sued over behavioral health benefits denial,2022-04-19T15:35:54-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-sued-over-behavioral-health-benefits-denial
Anthem ordered to pay $4.5M to Indiana hospitals over ER billing issues,2022-04-18T21:18:43-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-ordered-to-pay-4-5m-to-indiana-hospitals-over-er-billing-issues
Anthem in the headlines: 7 recent stories,2022-04-18T20:39:31-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-in-the-headlines-7-recent-stories
Payers speak out against Kaiser's special California Medicaid plan,2022-04-18T20:37:39-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/payers-speak-out-against-kaiser-s-special-california-medicaid-plan
How Cigna is encouraging hybrid work at Connecticut headquarters,2022-04-18T16:17:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/how-cigna-is-encouraging-hybrid-work-at-connecticut-headquarters
ACA challenged on right to require full coverage of preventive care,2022-04-18T16:16:11-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aca-challenged-on-right-to-require-full-coverage-of-preventive-care
Colorado almost booted Bright Health from the state,2022-04-18T16:15:25-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/colorado-almost-booted-bright-health-from-the-state
6.7 million kids at risk of losing Medicaid coverage at emergency order's end,2022-04-18T14:59:56-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/6-7-million-kids-at-risk-of-losing-medicaid-coverage-at-emergency-order-s-end
Anthem sued for alleged 'inconsistent' claims processing,2022-04-18T14:50:52-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-sued-for-alleged-inconsistent-claims-processing
Centene board member resigns,2022-04-15T21:36:29-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-board-member-resigns
States that restrict payers from collecting race and ethnicity data from members,2022-04-15T21:35:52-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/states-that-restrict-payers-from-collecting-race-and-ethnicity-data-from-members
"Bright Health's financial, legal woes continue to mount",2022-04-15T21:33:19-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bright-health-s-financial-legal-woes-continue-to-mount
"Kansas paid out $193M in ineligible Medicaid claims, audit finds",2022-04-15T21:29:19-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/kansas-paid-out-193m-in-ineligible-medicaid-claims-audit-finds
"HSAs may be driving health inequities, report finds",2022-04-15T19:49:39-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/hsas-may-be-driving-health-inequities-report-finds
Centene in the headlines: 7 recent stories,2022-04-15T17:10:39-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-in-the-headlines-7-recent-stories
Judge dims hope for proposed class action against UnitedHealth subsidiary over alleged 'profit-driven' coverage guidelines,2022-04-15T17:08:31-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/judge-dims-hope-for-proposed-class-action-against-unitedhealth-subsidiary-over-alleged-profit-driven-coverage-guidelines
UnitedHealth in the headlines: 5 recent updates,2022-04-15T15:40:45-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-in-the-headlines-5-recent-updates
The ACA's 5 most popular provisions,2022-04-15T15:16:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-aca-s-5-most-popular-provisions
Bright Health to exit 6 states,2022-04-14T21:41:30-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bright-health-exits-six-states
Biden has yet to toss short-term health plans he called 'junk',2022-04-14T20:03:29-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/biden-has-yet-to-toss-short-term-health-plans-he-called-junk
5 major payer investments in affordable housing over the last year,2022-04-14T19:56:44-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-major-payer-investments-in-affordable-housing-over-the-last-year
CalOptima invests record $50M in value-based care for California health centers,2022-04-14T19:54:50-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/caloptima-invests-record-50m-in-value-based-care-for-california-health-centers
The largest commercial payer in each state,2022-04-14T19:53:39-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-largest-commercial-payer-in-each-state-in-2022
Former New York nurse sues Anthem in overtime dispute,2022-04-14T17:10:43-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/former-new-york-nurse-sues-anthem-in-overtime-dispute
Payers' fitness tech discounts: which offers the best,2022-04-14T17:10:02-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/payers-fitness-tech-discounts-which-offers-the-best
At least 40% of top execs have left New York health plan in last year,2022-04-14T16:47:02-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/at-least-40-of-top-execs-have-left-buffalo-health-plan-in-last-year
"Medicare limiting diverse access to new Alzheimer's drug, patient advocates say",2022-04-14T16:38:05-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-limiting-diverse-access-to-new-alzheimer-s-drug-patient-advocates-say
"5 recent contract disputes, resolutions involving payers",2022-04-14T15:37:05-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-recent-contract-disputes-resolutions-involving-payers
Grassley: Republicans won't repeal ACA if they retake Senate,2022-04-14T15:08:58-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/grassley-republicans-won-t-repeal-aca-if-they-retake-senate
UnitedHealth sees 14% revenue growth in Q1: 14 things to know,2022-04-14T14:11:16-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-sees-14-revenue-growth-in-q1-14-things-to-know
Judge extends Northside-Anthem contract 'until further order',2022-04-13T21:25:43-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/judge-extends-northside-anthem-contract-until-further-order
More big employers are directing their health plans to cover travel for employees' abortions,2022-04-13T21:03:11-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/more-big-employers-are-directing-their-health-plans-to-cover-travel-for-employees-abortions
Humana puts another $25M into affordable housing,2022-04-13T20:57:38-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-puts-another-25m-into-affordable-housing
Independence Health Group sees 13% revenue growth in 2021,2022-04-13T20:56:40-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/independence-health-group-sees-13-revenue-growth-in-2021
Meet the big payer CEOs,2022-04-13T20:55:37-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/meet-the-big-payer-ceos
ACO leaders form task force on electronic sharing of clinical quality metrics,2022-04-13T20:11:19-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aco-leaders-form-task-force-on-electronic-sharing-of-clinical-quality-metrics
Delta Air Lines drops health insurance surcharge for unvaccinated employees,2022-04-13T17:33:38-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/delta-air-lines-drops-health-insurance-surcharge-for-unvaccinated-employees
Why most states won't text Medicaid recipients about renewing coverage,2022-04-13T16:52:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/why-most-states-won-t-text-medicaid-recipients-about-renewing-coverage
Why 6 payers recently added nontraditional roles to their C-suites,2022-04-13T16:37:44-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/why-6-payers-recently-added-nontraditional-roles-to-their-c-suites
"UnitedHealthcare, MUSC contract negotiations affect over 50,000 patients",2022-04-13T16:35:58-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealthcare-musc-contract-negotiations-affect-over-50-000-patients
Judge tosses Cigna lawsuit from shareholders over loss of $1.85B termination fee in failed Anthem merger,2022-04-13T16:34:14-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/judge-tosses-cigna-lawsuit-from-shareholders-over-loss-of-1-85b-termination-fee-in-failed-anthem-merger
Scrutiny grows over Medicare Advantage plans: 6 things to know,2022-04-13T15:49:45-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/scrutiny-grows-over-medicare-advantage-plans-6-things-to-know
"ACA marketplace premiums decline for 3rd straight year while employer-sponsored premiums go up, study finds",2022-04-12T21:50:26-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aca-marketplace-premiums-decline-for-3rd-straight-year-while-employer-sponsored-premiums-go-up-study-finds
BCBS Michigan to acquire commercial underwriting company AmeriTrust,2022-04-12T21:49:06-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bcbs-michigan-to-acquire-commercial-underwriting-firm-ameritrust
Insurers offer their take on how CDC can improve opioid-prescribing guidelines,2022-04-12T21:36:31-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/insurers-offer-their-take-on-how-cdc-can-improve-opioid-prescribing-guidelines
5 recent lawsuits involving payers,2022-04-12T20:58:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-recent-lawsuits-involving-payers-2
Anthem wins discrimination lawsuit over alleged unlawfully denied promotions,2022-04-12T20:55:22-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-wins-discrimination-lawsuit-over-alleged-unlawfully-denied-promotions
Sidecar Health launches new group employer health plan model,2022-04-12T16:26:05-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/sidecar-health-launches-new-group-employer-health-plan-model
UnitedHealth subsidiary to pay $200M in lawsuit over denied cancer therapy coverage,2022-04-12T16:25:02-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-subsidiary-to-pay-200m-in-lawsuit-over-denied-cancer-therapy-coverage
10 providers seeking payer contracting talent,2022-04-12T16:20:40-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/10-providers-seeking-payer-contracting-talent-7
3 health insurers land on Fortune list of best companies to work for,2022-04-12T16:05:47-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/2-health-insurers-land-on-fortune-list-of-best-companies-to-work-for
Oregon crafting 'bridge program' for those losing health coverage when emergency ends,2022-04-12T15:27:15-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/oregon-crafting-bridge-program-for-those-losing-health-coverage-when-emergency-ends
Centene subsidiary must pay $9.1M fine after missing challenge deadline,2022-04-11T21:41:06-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-subsidiary-must-pay-9-1m-fine-after-missing-challenge-deadline
Colorado regulator fines Bright Health $1M for 'systemic operational problems',2022-04-11T20:45:05-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/colorado-regulator-fines-bright-health-1m-for-systemic-operational-problems
